2.02845099	0.03540773	0.02317082	0.50403655	0.0929498	0.07435122	0.0230256	0.0019591	0.00109588	2.04680027	0.04091604	0.01433441	0.49261895	0.08979624	0.07857035	0.02487518	0.00220605	0.00120641	2.04183227	0.03322046	0.02833076	0.46551965	0.08145894	0.07696545	0.02687303	0.00183959	0.00110663	2.04332099	0.03312652	0.02799765	0.464593	0.082699	0.08715956	0.02719832	0.00178924	0.00121775	2.0329979	0.0398301	0.01434069	0.48368015	0.07671488	0.02937189	0.02423747	0.00114552	0.00079926	2.03117077	0.03573286	0.01357234	0.53577118	0.09771349	0.0818997	0.02314739	0.0019842	0.00096475	2.04407434	0.03734939	0.00695644	0.49384993	0.09775049	0.09025392	0.02564149	0.00290853	0.00138454	2.05065531	0.0376049	0.01134007	0.45924057	0.10029773	0.1089563	0.0282014	0.00325653	0.00184389	2.0350944	0.04160737	0.02246307	0.37522632	0.12905116	0.07306196	0.03300805	0.01021727	0.00743661	2.01849695	0.08784115	0.06429755	0.36914476	0.17286514	0.03663461	0.10434898	0.21738486	0.31802894	2.05295042	0.04785032	0.0249422	0.3743792	0.13952873	0.09046028	0.04839098	0.05440329	0.09318233	2.04787626	0.04009892	0.01790495	0.34428812	0.11000569	0.09224496	0.03675487	0.00939292	0.00794063	2.05141517	0.04655472	0.01585513	0.21529578	0.04083336	0.02848159	0.04992435	0.00500598	0.00262147	2.01617824	0.10720757	0.07099131	0.30342795	0.18497797	0.20390798	0.12102926	0.17520595	0.25384281	2.05591132	0.04723791	0.02094909	0.2707462	0.12432738	0.16391924	0.05707078	0.04108487	0.07590516	2.06386906	0.04395832	0.01725627	0.22579184	0.06760433	0.10197554	0.05062409	0.00522995	0.00358129
2.13917228	0.01772148	0.00966118	0.50792284	0.07729255	0.0680404	0.0289836	0.00236883	0.00146227	2.14082081	0.0182356	0.00766341	0.49555752	0.07324388	0.06986789	0.03089673	0.00256513	0.00149634	2.14084765	0.01484624	0.00265099	0.47004442	0.06168657	0.04383959	0.03293316	0.00178996	0.00116079	2.14022024	0.01349824	0.00274146	0.46813492	0.06999549	0.07560697	0.03313362	0.0021953	0.00175327	2.10860368	0.06817203	0.04271433	0.47257905	0.06239695	0.03608606	0.03883669	0.02021291	0.02783349	2.09050409	0.07966144	0.04486224	0.49413623	0.07298605	0.06129321	0.04266597	0.02593059	0.03297281	2.10947943	0.06812754	0.04304625	0.47678716	0.07368756	0.06649451	0.04085951	0.02186836	0.03015872	2.13686945	0.03128119	0.0241815	0.44592418	0.07809822	0.08579014	0.03571774	0.00844071	0.01520888	1.9933871	0.09090573	0.0687702	0.46226121	0.09265282	0.03294364	0.12318975	0.15592733	0.19451183	1.95413813	0.04859085	0.01119714	0.50274255	0.06858422	0.0238605	0.11406817	0.16101623	0.22591357	1.96480592	0.05047778	0.01218529	0.50173943	0.0613685	0.02164074	0.09589915	0.12348481	0.19222692	2.04085558	0.09945576	0.02711382	0.43849748	0.10396052	0.02881824	0.07646908	0.09027875	0.14035166	2.07309331	0.11615052	0.05946514	0.35952489	0.14576309	0.13597902	0.12310276	0.13129409	0.14753825	1.99200716	0.12861338	0.02863872	0.43688595	0.16205384	0.032896	0.20227094	0.17009494	0.14216139	1.99273591	0.12297856	0.03874776	0.43185372	0.16178846	0.05969847	0.21481406	0.1822774	0.16430609	2.07765736	0.1162485	0.05750151	0.35453989	0.14666116	0.14196584	0.11405834	0.12671945	0.15554863
2.00337817	0.04298819	0.01851903	0.4849116	0.09456006	0.07657997	0.02314437	0.00211674	0.00103152	1.81227128	0.32835528	0.15917704	0.43568692	0.17200117	0.03309688	0.11069354	0.12752609	0.14045237	1.9118757	0.26896429	0.17003773	0.41940053	0.13913057	0.04408447	0.06647603	0.08604531	0.11058764	2.02183658	0.03096719	0.01483947	0.46990805	0.09109278	0.09508978	0.02681478	0.00183945	0.00121876	1.99943141	0.04662134	0.02101605	0.46871735	0.08215154	0.039882	0.02353773	0.00147794	0.0006137	1.88314746	0.28777983	0.17176287	0.29358118	0.17250187	0.15395155	0.2365945	0.21657115	0.18624742	1.78334009	0.35162304	0.156003	0.38834578	0.22441481	0.12052696	0.28879736	0.23741309	0.17663842	2.01758376	0.04350802	0.01635898	0.48536948	0.1100563	0.12468526	0.02540169	0.00259274	0.00154066	2.00231815	0.05587106	0.02109759	0.38592312	0.13058929	0.07648812	0.02980135	0.00799118	0.00570115	1.86434939	0.27459493	0.15710431	0.31599564	0.18417942	0.16188237	0.24424247	0.22299249	0.18288995	1.80847054	0.31581903	0.14671154	0.35326578	0.22143268	0.17556449	0.27749486	0.23561965	0.18521214	2.02033793	0.04252854	0.01588195	0.38390234	0.12260289	0.12177598	0.03280607	0.00870965	0.00706743	2.02029707	0.05609365	0.0179995	0.23036681	0.06273926	0.03742891	0.0422552	0.00484303	0.00172048	1.90640542	0.2609257	0.15247658	0.26264329	0.14834886	0.1532377	0.09312061	0.09014048	0.11713278	1.75686903	0.35351976	0.12323601	0.33436393	0.21177806	0.16707089	0.12307553	0.10286178	0.10679616	2.02138201	0.04667854	0.01386042	0.27141041	0.09185146	0.10086501	0.04539912	0.00811908	0.0021742
2.02102082	0.03449698	0.00899308	0.51183214	0.09669463	0.07788869	0.02296508	0.00198134	0.00114815	2.03422503	0.03864602	0.01044265	0.48458909	0.08733789	0.08021762	0.02536462	0.00218591	0.00121466	2.03504975	0.03293779	0.02349803	0.45141267	0.07309522	0.04846307	0.02723312	0.00165981	0.00092125	2.0341935	0.03315544	0.02064086	0.46035507	0.08357821	0.08755139	0.02729969	0.00179183	0.00121256	2.01525657	0.0435306	0.01203216	0.47062764	0.0790132	0.02387001	0.02452191	0.00124514	0.00091695	2.01611507	0.04444249	0.01529897	0.49691473	0.08503438	0.06277853	0.02410585	0.00207639	0.00089359	2.02934284	0.03697404	0.01247918	0.46864348	0.08572744	0.07540616	0.0263314	0.00267466	0.00131707	2.03350262	0.03927499	0.01403975	0.45030205	0.0973609	0.10664702	0.02843062	0.0031822	0.00180823	2.0119381	0.04330035	0.01225624	0.37377588	0.12958687	0.02713826	0.0318461	0.0094254	0.00782902	2.01119646	0.06741815	0.03106116	0.32100145	0.16778417	0.03860416	0.14605952	0.26279122	0.33212397	2.01003853	0.12673304	0.10593639	0.32432529	0.1459861	0.05040835	0.08807568	0.16566921	0.242499	2.02930576	0.03943942	0.00984008	0.33760841	0.1106289	0.10520246	0.0364659	0.00830775	0.00624204	2.02391628	0.05378048	0.01749173	0.20130946	0.04331846	0.0323617	0.04903095	0.00395044	0.00232459	1.99055197	0.17614369	0.13342789	0.13447437	0.06629787	0.02931629	0.34514645	0.33211947	0.28454928	1.95888762	0.23412348	0.16550142	0.19535193	0.05745885	0.01266312	0.12934066	0.17223544	0.22742531	2.04088775	0.04971718	0.01767161	0.22163833	0.07270313	0.11507646	0.04851958	0.00515861	0.003225
2.03190825	0.03851194	0.01037267	0.50412088	0.09350684	0.07339384	0.02330247	0.00211179	0.00115322	2.04534919	0.03786015	0.0096222	0.49411411	0.08965219	0.07753711	0.02525418	0.00230945	0.00128875	2.04423593	0.03526563	0.02372737	0.46464191	0.07584453	0.05294995	0.02711132	0.00178948	0.00102508	2.05057606	0.0372721	0.00463831	0.46028683	0.08567602	0.08740363	0.0277218	0.00199127	0.00128395	2.03298143	0.04433991	0.00992453	0.46455354	0.07669595	0.0464257	0.02481088	0.00132721	0.00089957	2.02750262	0.03874791	0.00808902	0.51200403	0.09999638	0.01928294	0.02486686	0.0154031	0.03467462	2.04183551	0.03857165	0.00840299	0.47914687	0.09663535	0.08080423	0.02595089	0.00368998	0.0051096	2.04697243	0.03886907	0.01113524	0.44010794	0.09874303	0.1085828	0.02871808	0.00328659	0.00188705	2.04088385	0.0453942	0.02412828	0.36079417	0.12621854	0.07382938	0.0353622	0.01920188	0.0367647	2.01352672	0.18021958	0.14865545	0.3477975	0.12643711	0.04077438	0.06130401	0.07504318	0.12664417	2.0496586	0.03996582	0.01475126	0.38011325	0.11203242	0.03331532	0.04141249	0.02789901	0.046485	2.05195	0.0418335	0.0094594	0.33309389	0.10801552	0.10273827	0.03765735	0.00976836	0.00802135	2.05104749	0.04850024	0.01696161	0.21994384	0.04297502	0.02429063	0.04819354	0.00577495	0.00911557	2.04161295	0.04851117	0.01635228	0.33268966	0.15351368	0.13760006	0.04495507	0.02243637	0.03027161	2.04779154	0.0425754	0.01339017	0.32292589	0.14209377	0.13203891	0.04517369	0.01962161	0.02685928	2.05782973	0.04424295	0.01686154	0.23045807	0.06881852	0.1001833	0.05018231	0.00600521	0.0032997
1.99005747	0.04516763	0.0187471	0.55901668	0.09169278	0.05641993	0.0211972	0.0019513	0.00055913	1.98480984	0.06295476	0.05184509	0.48045483	0.08912129	0.03261119	0.02820821	0.03367304	0.08261966	1.99349783	0.05211521	0.03636963	0.46471097	0.07711824	0.02209057	0.02751982	0.00647776	0.01638563	2.00669145	0.04462061	0.01584498	0.49294802	0.08528518	0.07890414	0.02558702	0.0018213	0.00104231	1.98843173	0.04568902	0.01818119	0.55579557	0.09728693	0.06507833	0.02038626	0.00212121	0.00131153	1.90977072	0.16396064	0.12583544	0.20500132	0.20092257	0.16138455	0.51749274	0.42921863	0.1161542	1.96292259	0.07974914	0.05454869	0.32559094	0.17585046	0.06411818	0.25802393	0.34639498	0.35086115	2.0229418	0.03493615	0.01296129	0.51094154	0.10499083	0.12989306	0.02351655	0.00198256	0.00138092	1.99211616	0.04775167	0.02034795	0.50493516	0.10521728	0.08144666	0.0220974	0.00294407	0.00062412	1.95643672	0.05457396	0.03498802	0.18259551	0.19108128	0.17719444	0.56341155	0.42090789	0.15898381	1.97971373	0.04650795	0.00598021	0.33271093	0.15392001	0.06310749	0.22119871	0.27320147	0.28278533	2.0191326	0.03974278	0.01326937	0.49628823	0.11101657	0.13100765	0.02387512	0.0023014	0.00144364	2.01894788	0.05214866	0.0173599	0.38452562	0.15085199	0.12372771	0.03074921	0.01003968	0.00917189	2.03267037	0.06117855	0.04528347	0.21193343	0.16856851	0.20191806	0.24986232	0.31924731	0.327428	2.03119491	0.05049933	0.00880524	0.24130248	0.11788595	0.13907533	0.12409677	0.18815287	0.25063165	2.03244154	0.04036923	0.02080896	0.40199396	0.13922622	0.12050087	0.03190662	0.01076924	0.01138497
2.00403207	0.04516239	0.014905	0.47390731	0.08883379	0.0687496	0.02427076	0.00216092	0.00113023	2.01290257	0.03920593	0.01840691	0.46234144	0.08165618	0.07199378	0.02648723	0.00221214	0.00132907	2.01478615	0.04308366	0.01450014	0.43716841	0.07007304	0.05258045	0.02829521	0.00186018	0.00100771	2.02715407	0.04511909	0.01577383	0.43352513	0.07979632	0.08715193	0.02865983	0.00205683	0.00136295	2.00418509	0.04697446	0.01618762	0.45094639	0.07544086	0.04005114	0.02557946	0.00148895	0.00077396	1.86979642	0.17084247	0.08069023	0.53037294	0.09205557	0.04764306	0.09099567	0.11082088	0.11737019	1.76581001	0.18761773	0.12474234	0.52887863	0.11520322	0.04292474	0.15597086	0.13639102	0.14176202	2.03464685	0.08959305	0.06453505	0.42917729	0.10393488	0.11131401	0.03101322	0.01355813	0.02431644	2.03548867	0.04298383	0.03096961	0.36557149	0.11761905	0.06209038	0.03130068	0.00856511	0.00688894	1.79434736	0.1920779	0.12827648	0.47651443	0.13147597	0.05905547	0.15928347	0.11793383	0.10399951	1.58965065	0.01594703	0.01685572	0.65037624	0.06466444	0.04125012	0.17242118	0.0688521	0.08469258	2.02610837	0.1625409	0.10204348	0.37071209	0.15175721	0.15231838	0.04293981	0.02187282	0.02755935	2.01781482	0.05397235	0.02029503	0.22069048	0.04576475	0.03032793	0.04710573	0.00546473	0.00634208	1.94637221	0.10343631	0.04779834	0.27291444	0.10923885	0.10461002	0.08036795	0.05113693	0.05946784	1.82414955	0.1427474	0.03492966	0.39380172	0.17555355	0.03584097	0.08362382	0.03091819	0.03113808	2.0193903	0.06167663	0.03220881	0.24611251	0.08865578	0.10560126	0.04902339	0.00941179	0.00358037
2.03813155	0.04348043	0.01381677	0.49364741	0.09162196	0.07656181	0.02409072	0.00226224	0.00119024	2.04307183	0.036339	0.01905597	0.47575479	0.08517059	0.07453499	0.02617481	0.00238535	0.0014385	2.05516242	0.03850249	0.01250111	0.44455344	0.07293755	0.05630197	0.02812424	0.00193121	0.00113276	2.05950294	0.03784192	0.01501749	0.44936962	0.07998376	0.0866787	0.02846693	0.00202314	0.00136334	2.03739402	0.04415775	0.01681418	0.4505782	0.07403574	0.04521023	0.02589869	0.00151375	0.00050879	2.0388555	0.04495875	0.0179182	0.49639853	0.09909872	0.09202482	0.02464067	0.00238621	0.00117811	2.04146445	0.03628259	0.02267566	0.46211803	0.10297966	0.09934811	0.02683672	0.00312512	0.00152468	2.04595662	0.03678923	0.01992741	0.42282149	0.10604562	0.11879249	0.02969166	0.00347259	0.0019881	2.04085888	0.04806595	0.01753909	0.36938965	0.12647866	0.05640475	0.03417529	0.01113703	0.00950656	2.04554147	0.07428551	0.06828964	0.3373761	0.14823153	0.02515818	0.07587222	0.16170718	0.2642665	2.04282502	0.10313223	0.09787382	0.3189039	0.13797184	0.01972429	0.07053453	0.14450017	0.24505901	2.05822638	0.04287294	0.01673968	0.32077094	0.11019577	0.10634	0.03963553	0.01004735	0.00746299	2.05725524	0.04761347	0.01848509	0.18929582	0.03654646	0.02367168	0.05703068	0.00557346	0.00254973	2.06451976	0.07415577	0.072575	0.16292958	0.04963861	0.02231385	0.13117662	0.2049314	0.29912459	2.03351734	0.18630047	0.15182666	0.18090007	0.05206301	0.01732488	0.09449664	0.1377176	0.23085684	2.06552186	0.04472432	0.01859036	0.20031826	0.06290161	0.09915746	0.05663202	0.00599394	0.00413321
2.01585631	0.03974753	0.01443756	0.49803153	0.09092754	0.07232026	0.02334937	0.00199261	0.00110966	2.02967928	0.0379074	0.01179748	0.48385923	0.08151986	0.07109717	0.02581094	0.00212766	0.00127476	2.03280706	0.03599357	0.00941283	0.45301418	0.07200912	0.04770386	0.02764918	0.0016587	0.00088922	2.03430545	0.03647109	0.01346774	0.45270555	0.07949714	0.08002353	0.02759849	0.00179022	0.00119376	2.01295066	0.04450013	0.016551	0.48023975	0.07708523	0.02048131	0.02502042	0.00144953	0.00073067	2.01259384	0.03680752	0.01648842	0.52533665	0.08512716	0.06251487	0.02780879	0.02478478	0.05979603	2.01924554	0.03951376	0.01317753	0.49536886	0.08883774	0.06961738	0.04579778	0.10193139	0.18382958	2.030457	0.03820805	0.01423001	0.44487215	0.0956287	0.09907072	0.02882398	0.00318812	0.00185153	2.00719055	0.05607746	0.02091732	0.37047222	0.12853609	0.06880243	0.03000635	0.00836729	0.00643384	2.02289606	0.04523954	0.01903909	0.49791391	0.13383665	0.06666462	0.38848493	0.33197238	0.04204427	2.00835496	0.05317498	0.01573728	0.50334531	0.16311012	0.07885714	0.33721178	0.27900941	0.1507558	2.03640299	0.0596479	0.02424909	0.30372997	0.11522009	0.11073019	0.03315027	0.00921215	0.00707874	2.01817631	0.05261355	0.01491476	0.21529351	0.04894385	0.03632737	0.04656787	0.00474859	0.00234811	2.01647602	0.04814016	0.01572476	0.29798232	0.13715434	0.15429746	0.1575988	0.19202319	0.23108512	2.01094708	0.04802955	0.00788438	0.31534115	0.13589355	0.15489075	0.1075466	0.1093272	0.13224159	2.03365819	0.05006154	0.0151546	0.22640396	0.06666013	0.09838134	0.04800215	0.00640027	0.0034362
2.01052074	0.03769901	0.01830461	0.51214529	0.09100985	0.0749121	0.02301728	0.00192869	0.0010554	2.01506127	0.04240725	0.01694413	0.49536795	0.08191163	0.05822704	0.02487896	0.00227505	0.00126892	2.02433549	0.03292819	0.01368009	0.46425158	0.07580238	0.05532913	0.02681176	0.00174796	0.00106719	2.02625596	0.03080764	0.00170016	0.45989761	0.08144451	0.08222314	0.02729061	0.00179491	0.00119787	1.99619828	0.0432311	0.01763717	0.45452514	0.07834053	0.03701791	0.02459226	0.00119604	0.00080496	1.9945543	0.03944707	0.01748035	0.50611837	0.09218195	0.0695374	0.02344696	0.00188627	0.00094396	1.99898851	0.04590702	0.0180352	0.47108644	0.09559871	0.08631383	0.02578673	0.00285296	0.00130276	2.02063259	0.0454782	0.01731117	0.43154044	0.09501822	0.10154286	0.02843969	0.00316942	0.0017792	2.0016661	0.08031777	0.06324983	0.36550454	0.12800795	0.11257558	0.03608312	0.02429482	0.04595274	1.96045557	0.1315812	0.08749331	0.37873988	0.16852158	0.11822375	0.06189028	0.11903083	0.21089318	1.94704865	0.17450665	0.10497206	0.42642692	0.18250775	0.16908964	0.05483388	0.05377838	0.07042807	2.03502455	0.04386754	0.00669335	0.34453613	0.10745717	0.09255967	0.03596889	0.00838518	0.00708165	1.93684447	0.17700012	0.10113223	0.29895307	0.1880823	0.23553576	0.06024949	0.04028036	0.05562478	1.7445792	0.19673062	0.03103133	0.46863654	0.26674088	0.15081519	0.1193461	0.12106789	0.18411461	1.79486395	0.24382732	0.0155396	0.4734872	0.25927461	0.15858976	0.10028292	0.06849832	0.0651884	2.0802077	0.05379715	0.02005566	0.21989499	0.06807204	0.1027312	0.04781	0.00467737	0.0033348
