0.376232	0.504196
0.489151	0.499954
0.663137	0.493423
0.072756	0.515702
0.465682	0.5009
0.518143	0.498764
0.624226	0.494949
0.025513	0.517563
0.539476	0.497909
0.071139	0.515854
0.338115	0.505783
0.057711	0.516068
0.85696	0.486221
0.981994	0.481185
0.803186	0.48793
0.690054	0.492569
0.303812	0.507157
0.339518	0.505814
0.443831	0.501419
0.398541	0.503616
0.286294	0.507859
0.376415	0.503922
0.681143	0.492416
0.876919	0.485
0.481429	0.500565
0.758965	0.490127
0.432508	0.502457
0.31605	0.506851
0.9888	0.481491
0.879788	0.485611
