1	0.234504	0.492233
2	0.961303	0.682241
3	0.488968	0.318796
4	0.726981	0.504044
5	0.511093	0.823023
6	0.575671	0.876461
7	0.711447	0.034028
8	0.675985	0.540513
9	0.455428	0.865078
10	0.745018	0.368023
11	0.141789	0.58565
12	0.655232	0.335032
13	0.861202	0.038636
14	0.480697	0.786309
15	0.478561	0.319498
16	0.07654	0.959655
17	0.483139	0.1377
18	0.785455	0.238716
19	0.449751	0.578204
20	0.364605	0.103122
21	0.455092	0.482223
22	0.727531	0.244453
23	0.293191	0.165868
24	0.593616	0.817194
25	0.832881	0.695425
26	0.640034	0.293039
27	0.362133	0.438032
28	0.249031	0.8876
29	0.262185	0.106326
30	0.44496	0.027924
31	0.855617	0.016419
32	0.114231	0.830164
33	0.771783	0.776971
34	0.102542	0.055147
35	0.673971	0.128941
36	0.282418	0.511917
37	0.691244	0.154637
38	0.185522	0.376751
39	0.399335	0.574328
40	0.2931	0.397198
41	0.694052	0.349528
42	0.578204	0.449538
43	0.400983	0.312082
44	0.393872	0.418683
45	0.965484	0.036775
46	0.300699	0.868709
47	0.066012	0.677389
48	0.927335	0.473556
49	0.495682	0.983947
50	0.458327	0.676199
51	0.154607	0.220771
52	0.842524	0.544633
53	0.497574	0.203345
54	0.315653	0.294534
55	0.280587	0.173223
56	0.331767	0.446242
57	0.949828	0.729484
58	0.495804	0.08533
59	0.516923	0.535722
60	0.592486	0.195593
61	0.264718	0.021088
62	0.304514	0.532884
63	0.126133	0.794275
64	0.713767	0.008759
65	0.081362	0.988922
66	0.179632	0.052736
67	0.415815	0.259743
68	0.688131	0.92169
69	0.183447	0.647664
70	0.265145	0.425306
71	0.718986	0.032624
72	0.548265	0.036378
73	0.542314	0.393567
74	0.110355	0.854488
75	0.499741	0.593036
76	0.628773	0.39198
77	0.484878	0.906735
78	0.494247	0.651173
79	0.583605	0.01529
80	0.952818	0.460921
81	0.986602	0.678304
82	0.374645	0.542009
83	0.512986	0.808069
84	0.743889	0.269845
85	0.089419	0.162999
86	0.962432	0.602832
87	0.027711	0.378918
88	0.062471	0.145878
89	0.44499	0.556444
90	0.920682	0.817255
91	0.670461	0.124454
92	0.567919	0.087649
93	0.982147	0.197302
94	0.689016	0.260414
95	0.517228	0.144932
96	0.40495	0.761406
97	0.700339	0.594867
98	0.932768	0.907437
99	0.032807	0.584246
100	0.215522	0.122013
101	0.587359	0.081271
102	0.117191	0.067049
103	0.051271	0.594592
104	0.275491	0.659261
105	0.662404	0.088931
106	0.206732	0.440229
107	0.881405	0.926603
108	0.756371	0.268654
109	0.143956	0.052736
110	0.48909	0.803705
111	0.537156	0.143864
112	0.111942	0.747856
113	0.742912	0.93759
114	0.524644	0.318644
115	0.093234	0.463027
116	0.590197	0.917478
117	0.080294	0.390484
118	0.220496	0.464248
119	0.16541	0.218513
120	0.869747	0.36726
121	0.230506	0.518174
122	0.029847	0.59621
123	0.516068	0.95233
124	0.821802	0.827387
125	0.38908	0.289254
126	0.276101	0.130406
127	0.784753	0.129032
128	0.396802	0.16419
129	0.665822	0.561663
130	0.602161	0.351634
131	0.343394	0.475478
132	0.636128	0.001587
133	0.002564	0.734886
134	0.544481	0.846889
135	0.277078	0.945738
136	0.808802	0.966979
137	0.216407	0.027436
138	0.232551	0.564226
139	0.489303	0.31077
140	0.673177	0.562395
141	0.167425	0.379192
142	0.212928	0.4962
143	0.932585	0.373608
144	0.863796	0.660573
145	0.05179	0.978576
146	0.39848	0.988556
147	0.963713	0.808802
148	0.402936	0.626148
149	0.819758	0.415021
150	0.142644	0.673727
151	0.824549	0.627522
152	0.337504	0.061617
153	0.718497	0.456435
154	0.438612	0.029572
155	0.247139	0.267342
156	0.500626	0.178472
157	0.960173	0.451247
158	0.243629	0.562853
159	0.184484	0.307047
160	0.398328	0.79339
161	0.514908	0.356029
162	0.928037	0.617786
163	0.665883	0.806543
164	0.221412	0.949095
165	0.028687	0.387707
166	0.849696	0.809778
167	0.777245	0.271523
168	0.982086	0.16071
169	0.86642	0.300913
170	0.053072	0.083865
171	0.766869	0.24366
172	0.775628	0.286782
173	0.279794	0.290323
174	0.093509	0.398541
175	0.275674	0.515061
176	0.167211	0.025208
177	0.700369	0.518052
178	0.98648	0.034028
179	0.69277	0.968413
180	0.703635	0.034577
181	0.157414	0.265969
182	0.281594	0.5262
183	0.635945	0.041536
184	0.549821	0.680074
185	0.82107	0.713034
186	0.262185	0.22486
187	0.556993	0.817591
188	0.250862	0.404614
189	0.670003	0.337596
190	0.269234	0.477615
191	0.472396	0.739586
192	0.618488	0.725059
193	0.284707	0.944853
194	0.150639	0.438276
195	0.818628	0.950407
196	0.742882	0.853145
197	0.765343	0.319102
198	0.835597	0.500565
199	0.43263	0.257607
200	0.129368	0.941679
201	0.77456	0.501114
202	0.033509	0.356639
203	0.657399	0.723258
204	0.960265	0.955596
205	0.70571	0.690451
206	0.058596	0.680715
207	0.572344	0.878811
208	0.481307	0.168004
209	0.975707	0.772881
210	0.778802	0.437635
211	0.348796	0.564837
212	0.513718	0.281442
213	0.442915	0.47261
214	0.690115	0.816584
215	0.730522	0.396069
216	0.090609	0.173803
217	0.950316	0.129734
218	0.115787	0.789453
219	0.639027	0.85107
220	0.21897	0.269478
221	0.993164	0.102573
222	0.530686	0.294626
223	0.904294	0.987152
224	0.766259	0.535447
225	0.512345	0.794885
226	0.010224	0.045564
227	0.119968	0.780175
228	0.471969	0.102451
229	0.812098	0.308298
230	0.804865	0.964263
231	0.624073	0.08948
232	0.084658	0.511002
233	0.602924	0.71984
234	0.039094	0.239875
235	0.604266	0.247627
236	0.623524	0.582415
237	0.169774	0.983886
238	0.535875	0.012574
239	0.32841	0.275338
240	0.765007	0.915067
241	0.664937	0.459792
