13200	37.7599	-122.437
10000	33.9965	-83.7209
10001	42.7209	-73.8341
10002	33.7747	-93.6815
10003	35.845	-75.6395
10004	66.597	-160.014
10005	36.0872	-87.1083
10006	39.7294	-84.0623
10007	44.1178	-93.7081
10008	43.243	-95.9345
10009	41.2779	-72.5305
10010	39.7159	-82.9881
10011	38.2195	-90.4009
10012	33.2521	-80.8178
10013	35.9837	-79.7047
10014	26.4064	-98.9676
10015	34.4969	-117.349
10016	44.2617	-96.2866
10017	39.4673	-74.5477
10018	38.9004	-90.1598
10019	48.8038	-102.246
10020	33.2147	-111.87
10021	45.3509	-117.23
10022	39.8742	-89.9201
10023	39.4105	-79.4044
10024	32.2811	-96.0953
10025	32.5459	-99.1663
10026	45.8658	-95.1469
10027	40.8885	-73.2426
10028	44.8086	-72.2042
10029	30.4533	-97.7624
10030	35.771	-106.692
10031	40.9455	-78.9752
10032	35.1003	-98.7496
10033	37.5589	-94.5205
10034	44.8772	-93.2812
10035	39.7671	-76.679
10036	48.7809	-122.544
10037	46.0908	-115.976
10038	33.1226	-117.209
10039	38.7582	-90.2745
10040	35.8145	-117.874
10041	41.2917	-89.5065
10042	39.1384	-76.7749
10043	38.2011	-92.7156
10044	33.0988	-97.0946
10045	35.2146	-96.9693
10046	37.6436	-93.0945
10047	41.3817	-86.5847
10048	30.8842	-84.3249
10049	39.375	-80.3482
10050	26.5104	-81.9988
10051	47.6497	-99.6261
10052	41.4762	-87.0569
10053	41.7705	-93.7159
10054	46.8561	-99.9166
10055	38.262	-89.503
10056	35.2348	-106.618
10057	40.3701	-89.8295
10058	37.9706	-98.2038
10059	28.5324	-80.994
10060	30.6878	-81.925
10061	31.4883	-110.232
10062	38.596	-90.4473
10063	36.6601	-98.5641
10064	45.7336	-122.642
10065	33.2209	-81.1727
10066	36.0183	-106.96
10067	42.6297	-78.0548
10068	41.9418	-83.3142
10069	31.6029	-91.528
10070	38.0783	-85.694
10071	38.9682	-84.4985
10072	36.6514	-94.4453
10073	37.7611	-89.0796
10074	32.95	-87.1347
10075	40.432	-98.1049
10076	41.6421	-80.1474
10077	33.8936	-118.308
10078	42.723	-77.877
10079	40.1551	-75.2202
10080	33.1283	-97.0276
10081	39.8377	-85.4361
10082	32.4396	-89.112
10083	36.5814	-83.6436
10084	44.8269	-94.2735
10085	38.3172	-81.5269
10086	41.6841	-111.818
10087	41.2904	-75.7929
10088	42.7298	-91.1617
10089	45.3381	-93.3333
10090	40.2137	-79.4931
10091	32.395	-83.1536
10092	42.6001	-114.762
10093	44.5102	-92.9045
10094	40.1522	-88.9592
10095	34.8695	-89.6881
10096	44.0067	-97.6957
10097	44.4016	-95.2538
10098	41.8227	-90.5426
10099	48.4116	-98.4552
10100	43.208	-77.5752
10101	39.7398	-74.2841
10102	42.5561	-113.763
10103	28.6336	-82.3623
10104	31.9748	-93.9975
10105	39.3589	-93.4956
10106	25.8605	-80.294
10107	41.6952	-90.6746
10108	32.8059	-116.867
10109	45.7072	-109.545
10110	32.0963	-98.9661
10111	37.6888	-90.6232
10112	46.8836	-102.789
10113	36.812	-89.8625
10114	43.9661	-111.684
10115	41.6993	-87.8263
10116	44.4932	-98.3482
10117	35.2377	-94.4289
10118	38.1391	-97.4296
10119	36.693	-77.5381
10120	39.0709	-84.3647
10121	40.1447	-92.0105
10122	39.8235	-97.6302
10123	41.3924	-81.5344
10124	45.0467	-92.1285
10125	40.4899	-87.5162
10126	42.3471	-86.0742
10127	33.6625	-84.4103
10128	39.8251	-105.004
10129	32.5108	-92.14
10130	31.4912	-93.4606
10131	33.8169	-116.387
10132	38.0512	-81.107
10133	44.251	-85.4137
10134	31.6011	-89.2021
10135	36.5278	-94.8454
10136	58.3514	-134.512
10137	46.6793	-68.0022
10138	31.3621	-96.1446
10139	36.6419	-93.4241
10140	42.1056	-87.9282
10141	36.9437	-80.9403
10142	45.5057	-100.031
10143	36.2499	-81.1161
10144	40.2364	-75.6572
10145	33.0879	-97.0559
10146	41.777	-84.806
10147	36.5433	-94.8581
10148	27.3429	-98.6689
10149	30.455	-97.8093
10150	40.6564	-81.6339
10151	18.2373	-65.7424
10152	38.5117	-121.452
10153	43.3182	-90.8466
10154	46.0663	-95.5613
