1.0	1.0	9.0	18.0	0.0	0.0	0.0	0.0	7.0	3.0	12.0	8.0	0.0	0.0	0.0	9.0	93.0	8.0	1.0	1.0	0.0	0.0	0.0	125.0	94.0	11.0	6.0	49.0	0.0	0.0	0.0	125.0	6.0	4.0	23.0	24.0	0.0	0.0	0.0	2.0	2.0	10.0	45.0	41.0	0.0	0.0	0.0	0.0	125.0	73.0	12.0	3.0	0.0	0.0	0.0	7.0	125.0	56.0	1.0	2.0	1.0	2.0	10.0	65.0	35.0	38.0	66.0	14.0	0.0	0.0	0.0	2.0	32.0	39.0	125.0	119.0	0.0	0.0	0.0	5.0	120.0	85.0	91.0	67.0	0.0	0.0	0.0	2.0	125.0	39.0	19.0	21.0	5.0	3.0	7.0	16.0	22.0	23.0	68.0	33.0	0.0	0.0	0.0	3.0	75.0	85.0	82.0	48.0	0.0	0.0	0.0	15.0	10.0	90.0	125.0	52.0	0.0	0.0	0.0	0.0	31.0	43.0	76.0	21.0	0.0	0.0	0.0	1.0
58.0	23.0	13.0	75.0	68.0	1.0	3.0	32.0	84.0	53.0	19.0	48.0	69.0	4.0	9.0	40.0	35.0	73.0	21.0	57.0	79.0	1.0	2.0	1.0	65.0	49.0	6.0	14.0	5.0	0.0	0.0	4.0	113.0	21.0	20.0	62.0	39.0	4.0	9.0	113.0	113.0	51.0	59.0	93.0	14.0	0.0	5.0	46.0	19.0	56.0	98.0	113.0	12.0	8.0	8.0	6.0	26.0	47.0	18.0	17.0	14.0	36.0	24.0	6.0	113.0	70.0	15.0	13.0	0.0	0.0	0.0	42.0	50.0	16.0	18.0	6.0	3.0	7.0	26.0	59.0	1.0	1.0	9.0	12.0	26.0	113.0	38.0	15.0	18.0	7.0	10.0	4.0	15.0	109.0	58.0	19.0	19.0	12.0	2.0	3.0	8.0	4.0	20.0	44.0	7.0	0.0	0.0	3.0	10.0	38.0	113.0	46.0	10.0	0.0	0.0	0.0	17.0	113.0	79.0	22.0	86.0	11.0	8.0	2.0	8.0	37.0	10.0	25.0
17.0	3.0	6.0	31.0	4.0	1.0	3.0	26.0	37.0	19.0	6.0	0.0	0.0	2.0	18.0	90.0	50.0	19.0	32.0	33.0	1.0	1.0	17.0	112.0	9.0	4.0	22.0	117.0	34.0	1.0	0.0	10.0	9.0	7.0	37.0	115.0	7.0	0.0	0.0	4.0	14.0	20.0	14.0	30.0	39.0	10.0	16.0	24.0	117.0	80.0	4.0	4.0	7.0	4.0	16.0	117.0	101.0	17.0	36.0	114.0	12.0	0.0	0.0	51.0	38.0	20.0	20.0	74.0	16.0	0.0	0.0	8.0	8.0	28.0	117.0	93.0	28.0	0.0	0.0	0.0	117.0	117.0	52.0	13.0	0.0	0.0	0.0	26.0	117.0	61.0	14.0	4.0	0.0	0.0	0.0	17.0	7.0	70.0	59.0	9.0	0.0	0.0	0.0	0.0	0.0	26.0	117.0	46.0	0.0	0.0	0.0	0.0	38.0	54.0	117.0	50.0	0.0	0.0	0.0	4.0	46.0	65.0	15.0	0.0	0.0	0.0	0.0	1.0
37.0	112.0	10.0	0.0	1.0	2.0	3.0	3.0	7.0	75.0	22.0	38.0	52.0	18.0	7.0	1.0	0.0	0.0	8.0	121.0	66.0	3.0	0.0	0.0	0.0	14.0	17.0	55.0	35.0	0.0	0.0	0.0	76.0	25.0	0.0	0.0	0.0	12.0	68.0	48.0	68.0	40.0	33.0	15.0	22.0	32.0	83.0	35.0	6.0	17.0	57.0	130.0	71.0	7.0	0.0	0.0	12.0	81.0	46.0	47.0	26.0	6.0	0.0	4.0	45.0	8.0	1.0	0.0	8.0	29.0	38.0	33.0	130.0	40.0	9.0	6.0	6.0	24.0	34.0	84.0	30.0	18.0	16.0	51.0	130.0	130.0	22.0	25.0	23.0	18.0	2.0	2.0	28.0	77.0	45.0	82.0	19.0	5.0	2.0	1.0	30.0	19.0	0.0	4.0	95.0	0.0	0.0	0.0	2.0	34.0	70.0	96.0	3.0	0.0	0.0	0.0	46.0	130.0	66.0	22.0	3.0	0.0	0.0	0.0	7.0	35.0	28.0	40.0
14.0	21.0	2.0	9.0	15.0	21.0	50.0	13.0	16.0	92.0	35.0	8.0	7.0	3.0	1.0	4.0	12.0	66.0	64.0	13.0	9.0	1.0	5.0	10.0	3.0	7.0	10.0	14.0	40.0	27.0	3.0	1.0	126.0	23.0	1.0	0.0	0.0	3.0	14.0	59.0	105.0	126.0	39.0	2.0	0.0	2.0	0.0	24.0	8.0	71.0	59.0	21.0	57.0	101.0	3.0	4.0	0.0	0.0	3.0	13.0	92.0	126.0	13.0	9.0	78.0	1.0	0.0	0.0	4.0	3.0	20.0	126.0	80.0	21.0	1.0	1.0	0.0	14.0	126.0	126.0	9.0	9.0	3.0	8.0	64.0	126.0	125.0	46.0	11.0	8.0	25.0	10.0	20.0	122.0	12.0	15.0	0.0	2.0	18.0	12.0	5.0	1.0	9.0	15.0	23.0	7.0	7.0	5.0	1.0	0.0	69.0	58.0	43.0	16.0	0.0	4.0	14.0	15.0	43.0	52.0	28.0	45.0	33.0	20.0	6.0	3.0	0.0	1.0
24.0	12.0	10.0	37.0	3.0	0.0	10.0	86.0	17.0	19.0	15.0	4.0	3.0	16.0	52.0	47.0	0.0	0.0	24.0	20.0	9.0	35.0	26.0	0.0	34.0	0.0	1.0	7.0	4.0	10.0	6.0	28.0	20.0	50.0	65.0	102.0	24.0	0.0	0.0	4.0	56.0	123.0	123.0	22.0	0.0	0.0	0.0	5.0	2.0	11.0	123.0	123.0	14.0	1.0	0.0	0.0	30.0	4.0	14.0	123.0	13.0	0.0	0.0	27.0	56.0	7.0	4.0	32.0	93.0	26.0	5.0	14.0	123.0	65.0	16.0	8.0	11.0	5.0	7.0	24.0	15.0	10.0	19.0	78.0	123.0	57.0	6.0	2.0	8.0	1.0	4.0	64.0	94.0	43.0	3.0	6.0	20.0	0.0	0.0	0.0	21.0	54.0	31.0	39.0	72.0	1.0	0.0	0.0	3.0	10.0	116.0	123.0	3.0	0.0	0.0	3.0	63.0	67.0	73.0	41.0	0.0	0.0	0.0	6.0	81.0	41.0	3.0	2.0
99.0	39.0	27.0	10.0	3.0	0.0	2.0	22.0	4.0	13.0	58.0	74.0	30.0	4.0	2.0	4.0	2.0	2.0	55.0	65.0	5.0	2.0	7.0	10.0	0.0	0.0	37.0	29.0	0.0	0.0	9.0	13.0	126.0	15.0	2.0	2.0	3.0	1.0	2.0	84.0	126.0	42.0	106.0	74.0	7.0	0.0	3.0	17.0	4.0	3.0	104.0	126.0	34.0	18.0	7.0	2.0	9.0	12.0	12.0	38.0	20.0	7.0	7.0	10.0	124.0	99.0	41.0	0.0	1.0	4.0	19.0	27.0	126.0	19.0	3.0	1.0	0.0	51.0	126.0	59.0	4.0	0.0	5.0	46.0	52.0	126.0	106.0	6.0	2.0	2.0	0.0	10.0	33.0	76.0	41.0	24.0	2.0	18.0	10.0	6.0	3.0	20.0	67.0	3.0	10.0	9.0	10.0	2.0	1.0	45.0	126.0	15.0	9.0	4.0	3.0	21.0	10.0	51.0	46.0	6.0	0.0	0.0	9.0	19.0	6.0	17.0	5.0	0.0
62.0	25.0	0.0	0.0	0.0	6.0	46.0	21.0	107.0	129.0	17.0	2.0	2.0	2.0	10.0	12.0	3.0	94.0	42.0	0.0	29.0	59.0	4.0	0.0	0.0	3.0	6.0	0.0	9.0	92.0	28.0	0.0	129.0	26.0	0.0	0.0	0.0	2.0	4.0	24.0	129.0	33.0	0.0	0.0	1.0	10.0	40.0	110.0	4.0	3.0	0.0	0.0	63.0	129.0	56.0	14.0	0.0	0.0	0.0	0.0	59.0	129.0	5.0	0.0	87.0	11.0	0.0	0.0	0.0	0.0	21.0	70.0	52.0	1.0	0.0	0.0	0.0	6.0	129.0	128.0	7.0	12.0	3.0	0.0	8.0	73.0	129.0	44.0	1.0	7.0	35.0	5.0	61.0	56.0	13.0	1.0	13.0	2.0	0.0	0.0	0.0	0.0	6.0	26.0	29.0	7.0	0.0	0.0	0.0	0.0	34.0	34.0	47.0	61.0	10.0	0.0	0.0	0.0	20.0	77.0	5.0	41.0	72.0	3.0	2.0	2.0	6.0	29.0
94.0	6.0	0.0	0.0	1.0	0.0	1.0	3.0	133.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	1.0	5.0	5.0	0.0	0.0	133.0	5.0	0.0	1.0	4.0	1.0	1.0	15.0	133.0	5.0	0.0	0.0	0.0	1.0	9.0	25.0	4.0	0.0	0.0	0.0	0.0	4.0	45.0	10.0	0.0	0.0	0.0	1.0	4.0	36.0	40.0	2.0	80.0	0.0	0.0	0.0	1.0	14.0	20.0	55.0	133.0	0.0	0.0	0.0	0.0	14.0	85.0	133.0	0.0	0.0	0.0	0.0	0.0	115.0	133.0	6.0	0.0	0.0	0.0	0.0	0.0	133.0	133.0	0.0	7.0	2.0	0.0	0.0	0.0	32.0	48.0	42.0	14.0	3.0	0.0	0.0	0.0	18.0	130.0	133.0	1.0	4.0	1.0	0.0	0.0	97.0	133.0	5.0	2.0	3.0	1.0	0.0	0.0	30.0	59.0	3.0
36.0	14.0	6.0	0.0	0.0	1.0	24.0	17.0	4.0	18.0	86.0	15.0	0.0	3.0	53.0	26.0	0.0	0.0	93.0	22.0	2.0	24.0	54.0	11.0	0.0	0.0	47.0	18.0	0.0	21.0	27.0	0.0	123.0	64.0	3.0	0.0	0.0	0.0	0.0	5.0	110.0	123.0	123.0	13.0	0.0	0.0	0.0	1.0	3.0	26.0	123.0	105.0	16.0	6.0	0.0	0.0	0.0	4.0	115.0	114.0	24.0	2.0	0.0	0.0	123.0	74.0	0.0	0.0	0.0	0.0	0.0	30.0	123.0	123.0	5.0	1.0	4.0	7.0	10.0	90.0	2.0	14.0	16.0	18.0	70.0	66.0	8.0	6.0	0.0	4.0	26.0	44.0	47.0	17.0	0.0	0.0	60.0	2.0	0.0	0.0	0.0	0.0	0.0	58.0	101.0	1.0	0.0	0.0	0.0	3.0	10.0	123.0	21.0	11.0	22.0	7.0	11.0	13.0	9.0	17.0	0.0	3.0	47.0	13.0	3.0	0.0	0.0	0.0
