-0.914299	-0.127481	0.013838	0.132077	-0.246303	0.140954	0.313381	0.421095	0.0153153	0.0115584	0.0570075	-0.180776	-0.0849828	0.042419	-0.218107	-0.207254	0.0139367	-0.0499798	-0.0574624	-0.0655882
-0.40465	-0.133734	0.131494	0.0839443	0.165429	-0.0121703	-0.0452521	0.0644846	-0.0609031	0.138228	0.0118972	-0.0929512	-0.0388076	-0.308509	-0.11261	-0.103065	-0.0313159	0.0091409	0.0383471	-0.0542038
0.252659	0.0928362	-0.287202	0.0458276	0.333904	0.381211	-0.182449	-0.0224372	0.0697977	0.127147	0.282826	0.222395	-0.102059	-0.310984	-0.203074	-0.000266941	0.040783	-0.0209291	-0.035835	0.0342053
-0.143966	-0.452489	-0.154421	0.0355016	0.17878	-0.501104	0.0927082	0.0462532	0.134045	0.157282	0.208303	0.0756095	-0.0966282	-0.0291089	0.0240423	0.0103125	0.31418	0.0599719	0.02356	-0.0197574
-0.61469	0.0132406	-0.00539041	0.371596	-0.0751619	0.0949498	0.00998054	0.0925134	-0.0713833	0.0148852	0.0119708	-0.0378137	-0.0381012	0.0165329	-0.0123154	-0.0557023	0.000229172	-0.0343812	-0.0281881	-0.00992666
0.897792	-1.0898	-0.50997	0.106452	-0.166639	0.110696	-0.136147	-0.0403638	0.0117065	0.0151226	0.0258041	0.0629907	-0.0115869	0.0243917	-0.0850518	-0.0610681	-0.0414048	8.21813e-05	0.00717093	-0.0825789
-0.0329839	-0.449037	-0.266124	-0.0736873	0.0119158	0.178645	-0.468119	-0.482585	0.0379392	0.0631644	0.232979	0.1714	-0.0846906	-0.0706265	-0.00140553	-0.258453	0.0205175	0.0876369	-0.184265	-0.142098
0.322946	-0.583721	-0.40776	0.0351376	0.189363	0.106947	0.0439466	0.126388	-0.150445	-0.230804	-0.471112	-0.211436	0.192594	0.164662	0.157917	-0.030601	0.0062685	0.0440127	0.050051	0.0137106
0.24426	0.469089	-0.171467	0.31197	0.425917	0.0439408	-0.16601	0.130373	-0.134319	0.111363	-0.0330681	0.111489	0.0832349	0.284546	-0.0980885	-0.141981	0.00400828	-0.339667	-0.231668	0.0644008
0.0361506	-0.41873	0.628013	-0.101233	0.00680269	-0.391855	-0.197356	0.0428968	-0.0305906	0.445825	-0.145664	0.0020651	0.0603258	-0.0817415	-0.169607	-0.131878	-0.157022	-0.151522	0.196685	-0.186321
0.17392	-0.855383	-0.528494	-0.0227548	-0.127642	-0.108745	-0.01913	0.010246	0.02784	-0.00384301	0.108692	0.000703606	-0.0610317	0.0419688	-0.0596572	0.0295331	-0.0309125	-0.0113863	0.0314548	0.0239428
0.322453	0.703662	-0.254413	-0.839518	-0.140681	-0.017702	0.0157821	0.248038	-0.057153	0.0156879	-0.00986377	0.0986824	0.0329069	-0.0474818	0.168648	0.00571225	0.0105968	-0.0382452	-0.0291331	-0.0917899
0.840207	-0.392273	-0.644194	-0.187626	-0.0312745	0.00350532	-0.0107207	0.0542135	0.0640891	0.0694752	0.204072	0.284426	-0.0360984	-0.089142	-0.0967409	-0.0240905	-0.0219628	-0.0267764	-0.0133242	0.226165
-0.38832	0.205113	-0.144017	-0.447037	-0.160285	0.200134	0.189387	0.379774	0.0666059	-0.0109748	-0.0722973	0.212427	0.0864831	-0.0196638	0.0478163	-0.00840306	0.0218654	-0.0280496	-0.0302767	0.0205982
0.962483	-0.784144	0.574069	0.0422122	-0.0755214	-0.0571308	-0.114529	0.128262	-0.0706609	0.354975	-0.452865	-0.16706	0.140682	-0.130289	-0.00140474	-0.0282089	-0.040649	-0.0340888	0.0697012	-0.0388976
-0.152004	0.393615	-0.17428	-0.45697	-0.162008	-0.0964695	-0.036363	0.0859675	-0.125375	-0.0401124	0.01134	0.00974693	-0.0118914	0.00228658	-0.066298	-0.014703	-0.0263453	0.00960847	0.0120923	0.0351108
-0.312668	0.15638	-0.0399526	0.592466	-0.0655063	-0.0717543	-0.0985147	-0.0401173	0.0166367	-0.0499059	-0.0450968	0.0624053	-0.0203416	-0.12449	0.0421831	0.0629537	-0.0234272	0.0132532	0.00872184	0.0392823
-0.471897	0.0714302	-0.0146455	0.154729	-0.178326	0.0105807	-0.0472036	-0.167672	-0.0123905	0.0119578	0.105752	-0.0702365	0.173885	-0.0132837	0.0306643	-0.0341562	-0.0318617	-0.0114823	-0.0252551	-0.0195946
0.43314	-0.079388	0.347587	-0.0297219	0.108673	0.0183044	0.498991	-0.692351	0.0847953	0.245901	-0.111007	-0.0557851	-0.0922191	0.094588	-0.170749	0.0123748	0.26652	-0.062923	0.068686	-0.0330693
0.664196	-0.491924	-0.466984	0.0219982	-0.0064063	-0.0109512	0.0172988	-0.0142291	0.0795051	0.0874256	0.409206	0.0687859	-0.110953	-0.0601352	-0.0428142	0.0867157	-0.0519475	-0.0799875	0.0711907	-0.0116772
